,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2020,P/Ativos,Marg. Líquida,2019,P/Cap. Giro,EBIT / Ativo,2018,P/Ativ Circ Liq,ROIC,2017,Div. Yield,ROE,2016,EV / EBITDA,Liquidez Corr,2015,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida_,EBIT,EBIT_,Lucro Líquido,Lucro Líquido_,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ_,Rec Serviços,Rec Serviços_
BKBR3,BKBR3,9.1,ON NM,09/04/2020,BK BRASIL ON NM,6.85,Hoteis e Restaurantes,22.94,Restaurante e Similares,24391200.0,2075760000.0,31/12/2019,1991530000.0,228105000.0,0.1318,42.76,0.21,0.0044,1.16,7.83,-0.1757,16.68,0.622,-0.6057,0.72,0.043,-0.4866,0.59,0.017,-0.1373,10.88,0.035,0.1845,-2.36,0.047,-0.0085,0.006,0.027000000000000003,0.0,4.66,1.28,0.0,16.01,0.29,9.139,0.81,3528060000.0,519870000.0,604093000.0,-84223000.0,862378000.0,1786630000.0,2867990000.0,803437000.0,124430000.0,76909900.0,48543000.0,40592000.0,,,,,,
BMEB3,BMEB3,16.0,ON,09/04/2020,BANCO MERCANTIL DO BRASIL S/A ON,7.08,Financeiros,16.0,Bancos,30315.0,838656000.0,31/12/2019,,52416000.0,0.3223,6.91,2.32,0.3333,0.94,16.93,0.1429,,,1.1604,,,0.2652,,0.0,0.8633,,0.0,0.08839999999999999,,,0.24760000000000001,0.039,0.13699999999999998,-0.19469999999999998,,,0.1424,,,0.049,,9853650000.0,,,,,887499000.0,,,,,121400000.0,41245000.0,6638220000.0,3967970000.0,1300070000.0,351659000.0,243879000.0,59576000.0
BMEB4,BMEB4,10.89,PN,09/04/2020,BANCO MERCANTIL DO BRASIL S/A PN,6.78,Financeiros,15.82,Bancos,207573.0,570810000.0,31/12/2019,,52416000.0,0.0,4.7,2.32,0.0197,0.64,16.93,-0.1945,,,0.5987,,,-0.1266,,0.0,0.9756,,0.0,0.5472,,,0.2582,0.063,0.13699999999999998,0.12710000000000002,,,0.2254,,,0.049,,9853650000.0,,,,,887499000.0,,,,,121400000.0,41245000.0,6638220000.0,3967970000.0,1300070000.0,351659000.0,243879000.0,59576000.0
BMGB4,BMGB4,4.48,PN N1,09/04/2020,BANCO BMG PN N1,3.4,Financeiros,10.3,Bancos,17695000.0,2649810000.0,31/12/2019,,591475000.0,0.0182,7.21,0.62,0.24100000000000002,0.66,6.81,-0.1418,,,-0.45439999999999997,,,-0.5424,,0.0,0.1924,,0.0,0.0,,,0.0,0.047,0.091,0.0,,,0.0,,,,,20609900000.0,,,,,4028280000.0,,,,,367488000.0,0.0,12182200000.0,9842930000.0,1724090000.0,0.0,40377000.0,0.0
BMIN3,BMIN3,18.1,ON,09/04/2020,BANCO MERCANTIL DE INVESTIMENTOS SA ON,15.0,Financeiros,33.2,Bancos,17307.0,87332500.0,31/12/2019,,4825000.0,-0.047400000000000005,39.22,0.46,-0.1542,0.71,25.51,-0.2458,,,0.0044,,,0.0904,,0.0,0.1293,,0.0,-0.6391,,,0.087,0.0,0.018000000000000002,-0.489,,,0.0074,,,-0.085,,176937000.0,,,,,123076000.0,,,,,2227000.0,1065000.0,42012000.0,31803000.0,10130000.0,2643000.0,3179000.0,1406000.0
BMIN4,BMIN4,15.6,PN,09/04/2020,BANCO MERCANTIL DE INVESTIMENTOS SA PN,13.0,Financeiros,26.13,Bancos,10787.0,75270000.0,31/12/2019,,4825000.0,0.04,33.8,0.46,0.0678,0.61,25.51,-0.3064,,,-0.1008,,,-0.17489999999999997,,0.0,0.7386,,0.0,-0.28809999999999997,,,-0.28190000000000004,0.09,0.018000000000000002,1.3337,,,-0.20079999999999998,,,-0.085,,176937000.0,,,,,123076000.0,,,,,2227000.0,1065000.0,42012000.0,31803000.0,10130000.0,2643000.0,3179000.0,1406000.0
BMKS3,BMKS3,200.0,ON,09/04/2020,MONARK ON,172.0,Viagens e Lazer,283.99,Bicicletas,8986.0,90950000.0,31/12/2019,-49882000.0,454750.0,0.0302,33.86,5.91,0.0256,0.48,418.5,0.1628,-16.59,0.267,-0.3121,5.86,-0.353,-0.2727,0.41,0.17300000000000001,0.0045000000000000005,0.57,-0.025,-0.13369999999999999,0.68,-0.079,0.3308,0.042,0.013999999999999999,0.47859999999999997,16.37,27.35,-0.1419,9.1,0.04,-0.086,0.07,220646000.0,7972000.0,148804000.0,-140832000.0,164870000.0,190312000.0,15518000.0,4479000.0,-5481000.0,-1643000.0,2686000.0,532000.0,,,,,,
BNBR3,BNBR3,79.28,ON,09/04/2020,BANCO DO NORDESTE ON,37.64,Financeiros,105.81,Bancos,81747.0,6847490000.0,31/12/2019,,86371000.0,0.009899999999999999,3.94,20.11,-0.0076,1.26,62.84,-0.16649999999999998,,,1.0081,,,-0.1402,,0.0,1.6444999999999999,,0.0,0.0665,,,0.5557,0.081,0.32,-0.048799999999999996,,,0.37439999999999996,,,0.196,,58630800000.0,,,,,5427400000.0,,,,,1736690000.0,642671000.0,12249900000.0,9431110000.0,2508010000.0,629173000.0,2727330000.0,754934000.0
BOBR4,BOBR4,1.38,PN,09/04/2020,BOMBRIL SA PN,1.26,Prods. de Uso Pessoal e de Limpeza,3.0,Produtos de Limpeza,795820.0,359504000.0,31/12/2019,661184000.0,260510000.0,-0.0282,-8.88,-0.16,0.029900000000000003,-1.26,-1.09,-0.16870000000000002,3.61,0.38799999999999996,-0.3947,0.34,0.094,-0.3235,0.55,-0.038,-0.2214,-1.8,0.151,-0.4696,-0.53,0.18899999999999997,1.4335,0.0,0.142,0.2848,5.34,0.57,-0.35509999999999997,6.64,-1.12,-0.011000000000000001,1.61,657593000.0,320188000.0,18508000.0,301680000.0,270194000.0,-285117000.0,1059750000.0,223933000.0,99551000.0,37555000.0,-40487000.0,-5384000.0,,,,,,
BPAC11,BPAC11,41.75,UNT,09/04/2020,BTGP BANCO UNT,26.11,Financeiros,81.45,Bancos,224098000.0,36264500000.0,31/12/2019,,2605830000.0,0.0466,9.67,4.32,0.256,1.7,24.56,-0.1157,,,0.1332,,,-0.44780000000000003,,0.0,2.3361,,0.0,0.3153,,,0.1281,0.032,0.17600000000000002,0.0,,,0.0,,,0.061,,176044000000.0,,,,,21332200000.0,,,,,3752080000.0,1459620000.0,24511600000.0,22325200000.0,3472510000.0,1780490000.0,1429450000.0,419922000.0
BPAC3,BPAC3,21.0,ON,09/04/2020,BTGP BANCO ON,17.45,Financeiros,40.0,Bancos,30904.0,54722500000.0,31/12/2019,,2605830000.0,0.07690000000000001,14.58,1.44,0.0611,2.57,8.19,-0.2652,,,0.1918,,,-0.47259999999999996,,0.0,3.969,,0.0,0.0705,,,1.515,0.021,0.17600000000000002,0.0,,,0.0,,,0.061,,176044000000.0,,,,,21332200000.0,,,,,3752080000.0,1459620000.0,24511600000.0,22325200000.0,3472510000.0,1780490000.0,1429450000.0,419922000.0
BPAC5,BPAC5,11.31,PNA,09/04/2020,BTGP BANCO PNA,9.5,Financeiros,24.2,Bancos,18159.0,29472000000.0,31/12/2019,,2605830000.0,0.057,7.85,1.44,0.0143,1.38,8.19,-0.43420000000000003,,,0.0019,,,-0.5043,,0.0,2.2078,,0.0,0.2645,,,0.9620000000000001,0.04,0.17600000000000002,0.0,,,0.0,,,0.061,,176044000000.0,,,,,21332200000.0,,,,,3752080000.0,1459620000.0,24511600000.0,22325200000.0,3472510000.0,1780490000.0,1429450000.0,419922000.0
BPAN4,BPAN4,5.12,PN,09/04/2020,BANCO PAN PN,3.03,Financeiros,11.89,Bancos,40912900.0,6169890000.0,31/12/2019,,1205060000.0,0.0689,11.96,0.43,0.0825,1.25,4.09,-0.2404,,,0.653,,,-0.5103,,0.0,4.4923,,0.0,0.0722,,,0.46340000000000003,0.046,0.105,-0.2065,,,-0.2922,,,0.126,,33219800000.0,,,,,4926170000.0,,,,,515935000.0,167570000.0,20356900000.0,20887600000.0,4326470000.0,1101380000.0,391949000.0,109204000.0
BRAP3,BRAP3,26.33,ON N1,09/04/2020,BRADESPAR S/A ON N1,22.5,Holdings Diversificadas,39.65,Holdings Diversificadas,1147490.0,9163740000.0,31/12/2019,9185570000.0,348034000.0,-0.0197,-22.73,-1.16,-0.0248,0.96,27.47,0.0123,-534.36,,-0.0374,,,-0.2556,0.91,0.0,0.2712,,-0.002,0.2298,,,1.0739,0.048,-0.042,1.8609,-535.63,,-0.5529999999999999,-535.63,,,,10106100000.0,223017000.0,201185000.0,21832000.0,554523000.0,9560850000.0,0.0,0.0,-17149000.0,-6736000.0,-403207000.0,-387973000.0,,,,,,
BRAP4,BRAP4,28.61,PN N1,09/04/2020,BRADESPAR S/A PN N1,24.35,Holdings Diversificadas,42.39,Holdings Diversificadas,76938600.0,9957250000.0,31/12/2019,9979080000.0,348034000.0,-0.0189,-24.7,-1.16,-0.0189,1.04,27.47,0.0404,-580.63,,-0.0943,,,-0.2526,0.99,0.0,0.2723,,-0.002,0.1434,,,1.0395999999999999,0.049,-0.042,1.9909000000000001,-581.91,,-0.5991,-581.91,,,,10106100000.0,223017000.0,201185000.0,21832000.0,554523000.0,9560850000.0,0.0,0.0,-17149000.0,-6736000.0,-403207000.0,-387973000.0,,,,,,
BRDT3,BRDT3,19.42,ON NM,09/04/2020,PETROBRAS BR ON NM,13.74,"Petróleo, Gás e Biocombustíveis",31.09,Exploração e/ou Refino e Distribuição,194687000.0,22624300000.0,31/12/2019,27037300000.0,1165000000.0,0.0168,10.23,1.9,0.2521,2.58,7.52,-0.1252,10.91,0.063,-0.08349999999999999,0.24,0.022000000000000002,-0.3542,0.87,0.023,0.30510000000000004,6.24,0.08,0.5912,-4.64,0.098,0.0694,0.135,0.252,0.0,10.4,1.42,0.0,13.04,0.77,0.043,3.67,25866000000.0,6775000000.0,2362000000.0,4413000000.0,12225000000.0,8766000000.0,94985000000.0,24148000000.0,2073000000.0,573000000.0,2211000000.0,96000000.0,,,,,,
BRFS3,BRFS3,18.04,ON NM,09/04/2020,BRF Foods ON NM,13.01,Alimentos,40.5,Carnes e Derivados,208220000.0,14657000000.0,31/12/2019,28621300000.0,812473000.0,0.0368,49.25,0.37,0.1955,1.86,9.72,-0.098,5.75,0.24100000000000002,-0.26280000000000003,0.44,0.076,-0.4875,0.35,0.009000000000000001,0.6051,8.51,0.061,-0.4008,-0.79,0.085,-0.2415,0.0,0.038,-0.1076,5.9,1.13,-0.10300000000000001,11.23,2.36,-0.003,0.8,41700600000.0,18620300000.0,4655970000.0,13964300000.0,15045400000.0,7895620000.0,33447000000.0,9290230000.0,2549590000.0,816759000.0,297612000.0,681815000.0,,,,,,
BRGE11,BRGE11,8.5,PNE,31/03/2020,CONSORCIO ALFA PNE,4.56,Financeiros,15.68,Bancos,359.0,625991000.0,31/12/2019,-1129330000.0,73646000.0,0.0,12.48,0.68,0.0,0.53,16.18,-0.1164,-1.45,-2.2430000000000003,0.4289,21.76,-14.977,-0.4579,0.19,2.654,2.8929,0.51,-0.13,0.08439999999999999,1.31,-0.275,0.2426,0.040999999999999995,0.042,0.08929999999999999,2.63,2.52,0.3725,2.62,,-0.009000000000000001,0.01,3321810000.0,0.0,1755320000.0,-1755320000.0,2038880000.0,1191300000.0,28762000.0,7737000.0,-430763000.0,-113793000.0,50170000.0,13007000.0,,,,,,
BRGE12,BRGE12,4.85,PNF,06/04/2020,CONSORCIO ALFA PNF,2.81,Financeiros,8.18,Bancos,3864.0,357183000.0,31/12/2019,-1398130000.0,73646000.0,0.0,7.12,0.68,0.0,0.3,16.18,-0.0060999999999999995,-0.83,-2.2430000000000003,0.6167,12.42,-14.977,-0.4071,0.11,2.654,1.7176,0.29,-0.13,0.0906,0.75,-0.275,-0.0417,0.0,0.042,0.11199999999999999,3.26,2.52,0.0837,3.25,,-0.009000000000000001,0.01,3321810000.0,0.0,1755320000.0,-1755320000.0,2038880000.0,1191300000.0,28762000.0,7737000.0,-430763000.0,-113793000.0,50170000.0,13007000.0,,,,,,
BRGE3,BRGE3,5.0,ON,09/04/2020,CONSORCIO ALFA ON,3.89,Financeiros,17.32,Bancos,2944.0,368230000.0,31/12/2019,-1387090000.0,73646000.0,-0.004,7.34,0.68,-0.009899999999999999,0.31,16.18,-0.3234,-0.85,-2.2430000000000003,0.0707,12.8,-14.977,-0.6667000000000001,0.11,2.654,2.7313,0.3,-0.13,0.1388,0.77,-0.275,-0.056100000000000004,0.0,0.042,0.7156,3.23,2.52,-0.22699999999999998,3.22,,-0.009000000000000001,0.01,3321810000.0,0.0,1755320000.0,-1755320000.0,2038880000.0,1191300000.0,28762000.0,7737000.0,-430763000.0,-113793000.0,50170000.0,13007000.0,,,,,,
BRGE6,BRGE6,10.5,PNB,24/03/2020,CONSORCIO ALFA PNB,8.48,Financeiros,39.06,Bancos,274.0,773283000.0,31/12/2019,-982033000.0,73646000.0,0.0,15.41,0.68,0.0,0.65,16.18,0.0345,-1.8,-2.2430000000000003,0.2408,26.89,-14.977,-0.0232,0.23,2.654,0.09140000000000001,0.63,-0.13,0.8441,1.62,-0.275,0.24280000000000002,0.066,0.042,0.1973,2.29,2.52,-0.0718,2.28,,-0.009000000000000001,0.01,3321810000.0,0.0,1755320000.0,-1755320000.0,2038880000.0,1191300000.0,28762000.0,7737000.0,-430763000.0,-113793000.0,50170000.0,13007000.0,,,,,,
BRGE8,BRGE8,5.0,PND,07/04/2020,CONSORCIO ALFA PND,4.51,Financeiros,12.2,Bancos,114.0,368230000.0,31/12/2019,-1387090000.0,73646000.0,0.0,7.34,0.68,0.0163,0.31,16.18,-0.354,-0.85,-2.2430000000000003,0.0467,12.8,-14.977,-0.5338,0.11,2.654,1.9024,0.3,-0.13,0.4521,0.77,-0.275,-0.09369999999999999,0.057999999999999996,0.042,0.054900000000000004,3.23,2.52,0.0,3.22,,-0.009000000000000001,0.01,3321810000.0,0.0,1755320000.0,-1755320000.0,2038880000.0,1191300000.0,28762000.0,7737000.0,-430763000.0,-113793000.0,50170000.0,13007000.0,,,,,,
BRIV3,BRIV3,7.5,ON,01/04/2020,ALFA DE INVESTIMENTO ON,5.6,Financeiros,10.51,Bancos,8881.0,664508000.0,31/12/2019,,88601000.0,0.0,9.9,0.76,-0.0506,0.45,16.8,-0.0625,,,0.1981,,,-0.1458,,0.0,0.6724,,0.0,-0.0675,,,0.142,0.0,0.045,-0.1714,,,0.12480000000000001,,,0.175,,11887300000.0,,,,,1488320000.0,,,,,67152000.0,24416000.0,1865180000.0,2035900000.0,100442000.0,38783000.0,43840000.0,10898000.0
BRIV4,BRIV4,7.5,PN,09/04/2020,ALFA DE INVESTIMENTO PN,6.28,Financeiros,11.07,Bancos,14672.0,664508000.0,31/12/2019,,88601000.0,0.0,9.9,0.76,0.07139999999999999,0.45,16.8,-0.015700000000000002,,,0.11230000000000001,,,-0.1301,,0.0,0.4472,,0.0,0.1081,,,0.1734,0.07400000000000001,0.045,-0.1241,,,0.0693,,,0.175,,11887300000.0,,,,,1488320000.0,,,,,67152000.0,24416000.0,1865180000.0,2035900000.0,100442000.0,38783000.0,43840000.0,10898000.0
BRKM3,BRKM3,17.48,ON N1,09/04/2020,BRASKEM ON N1,13.86,Químicos,49.05,Petroquímicos,451126.0,13935400000.0,31/12/2019,34688900000.0,797219000.0,-0.039,-4.98,-3.51,-0.0152,2.85,6.13,-0.34700000000000003,5.83,0.127,-0.6335000000000001,0.27,0.046,-0.4458,0.2,-0.055,-0.2882,1.94,0.035,0.09,-0.34,0.047,0.49119999999999997,0.048,-0.573,1.1231,5.76,1.44,0.6294,14.52,5.99,0.040999999999999995,0.77,68129000000.0,29244900000.0,8491380000.0,20753500000.0,23389600000.0,4885300000.0,52323500000.0,12640100000.0,2388660000.0,166069000.0,-2797570000.0,-3356390000.0,,,,,,
BRKM5,BRKM5,16.29,PNA N1,09/04/2020,BRASKEM PNA N1,10.07,Químicos,47.91,Petroquímicos,91964300.0,12986700000.0,31/12/2019,33740200000.0,797219000.0,-0.013300000000000001,-4.64,-3.51,-0.054000000000000006,2.66,6.13,-0.2555,5.44,0.127,-0.649,0.25,0.046,-0.4543,0.19,-0.055,-0.35240000000000005,1.81,0.035,0.1528,-0.32,0.047,0.2876,0.051,-0.573,0.3782,5.6,1.44,0.6714,14.13,5.99,0.040999999999999995,0.77,68129000000.0,29244900000.0,8491380000.0,20753500000.0,23389600000.0,4885300000.0,52323500000.0,12640100000.0,2388660000.0,166069000.0,-2797570000.0,-3356390000.0,,,,,,
BRKM6,BRKM6,19.0,PNB N1,17/03/2020,BRASKEM PNB N1,18.0,Químicos,29.0,Petroquímicos,2614.0,15147200000.0,31/12/2019,35900700000.0,797219000.0,0.0,-5.41,-3.51,0.0,3.1,6.13,-0.1364,6.34,0.127,-0.6137,0.29,0.046,-0.20829999999999999,0.22,-0.055,-0.4875,2.11,0.035,0.06,-0.37,0.047,0.020099999999999996,0.032,-0.573,1.9523,5.96,1.44,0.6689,15.03,5.99,0.040999999999999995,0.77,68129000000.0,29244900000.0,8491380000.0,20753500000.0,23389600000.0,4885300000.0,52323500000.0,12640100000.0,2388660000.0,166069000.0,-2797570000.0,-3356390000.0,,,,,,
BRML3,BRML3,9.45,ON,09/04/2020,BR MALLS PARTICIPAÇÔES S/A ON,7.9,Exploração de Imóveis,19.22,Exploração de Imóveis,203244000.0,8251190000.0,31/12/2019,10189600000.0,873141000.0,-0.050300000000000004,6.62,1.43,-0.053099999999999994,0.75,12.65,-0.3177,9.04,0.8959999999999999,-0.1718,6.56,0.726,-0.4767,0.44,1.1,0.4731,12.48,0.049,0.0337,-1.38,0.051,0.2328,0.096,0.113,0.3962,10.92,2.41,-0.2575,11.17,0.25,-0.023,0.07,18690400000.0,2719620000.0,781224000.0,1938390000.0,1128910000.0,11040800000.0,1257360000.0,334494000.0,912564000.0,235148000.0,1246400000.0,407638000.0,,,,,,
BRPR3,BRPR3,8.87,ON NM,09/04/2020,BR PROPERTIES ON NM,7.84,Exploração de Imóveis,16.46,Exploração de Imóveis,30969700.0,4359690000.0,31/12/2019,4895060000.0,491510000.0,-0.0493,14.0,0.63,-0.0317,0.61,14.66,-0.22870000000000001,17.33,1.0,-0.0078000000000000005,11.5,0.6629999999999999,-0.3874,0.44,0.821,0.7659,3.65,0.025,-0.21230000000000002,-3.52,0.028999999999999998,0.4183,0.0,0.043,-0.1092,19.46,4.86,0.0537,19.46,0.25,-0.128,0.04,9946280000.0,1800800000.0,1265430000.0,535367000.0,1502460000.0,7204070000.0,379252000.0,87498000.0,251512000.0,55017000.0,311352000.0,396566000.0,,,,,,
BRSR3,BRSR3,13.96,ON,09/04/2020,BANRISUL S/A ON,13.89,Financeiros,24.51,Bancos,93078.0,5709280000.0,31/12/2019,,408974000.0,-0.0021,4.25,3.29,-0.037200000000000004,0.73,19.05,-0.3016,,,-0.3907,,,-0.3873,,0.0,0.12689999999999999,,0.0,-0.1072,,,1.3937,0.084,0.17300000000000001,0.3301,,,-0.2354,,,0.11599999999999999,,80994800000.0,,,,,7792370000.0,,,,,1344420000.0,397154000.0,53673000000.0,30468800000.0,4279840000.0,1117750000.0,1239550000.0,309384000.0
BRSR5,BRSR5,21.0,PNA,12/03/2020,BANRISUL S/A PNA,21.0,Financeiros,28.64,Bancos,2320.0,8588450000.0,31/12/2019,,408974000.0,0.0,6.39,3.29,0.0,1.1,19.05,-0.013600000000000001,,,-0.2024,,,-0.1483,,0.0,0.08779999999999999,,0.0,0.1997,,,1.0169,0.057999999999999996,0.17300000000000001,0.7551000000000001,,,-0.5365,,,0.11599999999999999,,80994800000.0,,,,,7792370000.0,,,,,1344420000.0,397154000.0,53673000000.0,30468800000.0,4279840000.0,1117750000.0,1239550000.0,309384000.0
BRSR6,BRSR6,13.15,PNB,09/04/2020,BANRISUL S/A PNB,10.82,Financeiros,24.63,Bancos,38650500.0,5378010000.0,31/12/2019,,408974000.0,0.050300000000000004,4.0,3.29,0.1023,0.69,19.05,-0.0658,,,-0.418,,,-0.3847,,0.0,0.0232,,0.0,0.6596,,,0.5035000000000001,0.09,0.17300000000000001,0.8761,,,-0.5556,,,0.11599999999999999,,80994800000.0,,,,,7792370000.0,,,,,1344420000.0,397154000.0,53673000000.0,30468800000.0,4279840000.0,1117750000.0,1239550000.0,309384000.0
BSEV3,BSEV3,2.92,ON NM,09/04/2020,BIOSEV ON NM,2.32,Alimentos,7.67,Açucar e Alcool,963464.0,2979650000.0,31/12/2019,8616380000.0,1020430000.0,0.0542,-3.84,-0.76,0.0069,13.37,0.22,-0.1152,8.21,0.14300000000000002,0.1188,0.5,0.061,0.0318,0.29,-0.131,-0.07519999999999999,15.2,0.035,-0.3215,-0.44,0.038,-0.39380000000000004,0.0,-3.485,0.5404,4.12,1.06,-0.3235,23.74,26.51,-0.009000000000000001,0.58,10269600000.0,5906160000.0,269429000.0,5636730000.0,3330090000.0,222826000.0,5933470000.0,1389550000.0,362991000.0,44155000.0,-776624000.0,2957000.0,,,,,,
BSLI3,BSLI3,60.0,ON,03/04/2020,BRB ON,30.95,Financeiros,60.0,Bancos,417.0,2178300000.0,31/12/2019,,36305000.0,0.0,5.2,11.54,0.0268,1.25,47.85,0.0268,,,0.9721,,,0.1848,,0.0,0.6645,,0.0,0.1532,,,0.0,0.075,0.24100000000000002,0.0,,,0.0072,,,0.141,,16589800000.0,,,,,1737330000.0,,,,,418836000.0,153486000.0,12102200000.0,8589320000.0,1630900000.0,451966000.0,186938000.0,53766000.0
BSLI4,BSLI4,45.0,ON,06/03/2020,BRB ON,34.98,Financeiros,45.0,Bancos,107.0,1633730000.0,31/12/2019,,36305000.0,0.0,3.9,11.54,0.0,0.94,47.85,0.0,,,0.1905,,,0.022799999999999997,,0.0,0.42710000000000004,,0.0,0.38549999999999995,,,0.5472,0.111,0.24100000000000002,0.10339999999999999,,,-0.1764,,,0.141,,16589800000.0,,,,,1737330000.0,,,,,418836000.0,153486000.0,12102200000.0,8589320000.0,1630900000.0,451966000.0,186938000.0,53766000.0
BTOW3,BTOW3,57.73,ON,09/04/2020,B2W - COMPANHIA GLOBAL DO VAREJO ON,29.63,Comércio,76.56,Produtos Diversos,233669000.0,30206000000.0,31/12/2019,30156100000.0,523229000.0,-0.0596,-94.92,-0.61,0.2027,5.27,10.96,0.1722,196.19,0.297,0.537,4.46,0.023,-0.0816,1.88,-0.047,0.5136,6.56,0.01,1.0499,-33.92,0.023,1.0589,0.0,-0.055,-0.3306,44.57,1.95,-0.3069,195.86,1.12,-0.08199999999999999,0.42,16056600000.0,6433340000.0,6483300000.0,-49958400.0,9431730000.0,5734430000.0,6767980000.0,2326430000.0,153966000.0,192626000.0,-318238000.0,51104000.0,,,,,,
BTTL3,BTTL3,4.32,ON,09/04/2020,APABA ON,3.41,Holdings Diversificadas,11.25,Holdings Diversificadas,12478.0,64199500.0,31/12/2019,94297500.0,14861000.0,-0.031400000000000004,6.64,0.65,-0.1184,6.36,0.68,-0.18030000000000002,5.02,0.147,0.1368,0.14,0.027000000000000003,-0.29410000000000003,0.49,0.021,0.9185,-42.1,0.098,-0.1378,-0.88,0.11699999999999999,-0.6411,0.0,0.9590000000000001,-0.2943,5.07,0.97,0.3115,7.37,3.36,0.033,3.61,130513000.0,33924000.0,3826000.0,30098000.0,47806000.0,10087000.0,470723000.0,-111685000.0,12791000.0,6718000.0,9669000.0,15252000.0,,,,,,
CAMB3,CAMB3,2.9,ON,09/04/2020,PENALTY ON,2.9,"Tecidos, Vestuário e Calçados",8.9,Calçados,522842.0,121742000.0,31/12/2019,191821000.0,41980000.0,-0.0333,6.02,0.48,-0.3394,1.64,1.77,-0.539,5.12,0.441,-0.5538000000000001,0.55,0.10800000000000001,-0.5766,0.5,0.092,0.0538,9.86,0.098,0.0,-2.07,0.107,0.0,0.0,0.272,0.0,6.2,1.13,0.0,8.06,1.07,-0.062,0.9,243235000.0,79133000.0,9054000.0,70079000.0,110313000.0,74288000.0,219836000.0,52541000.0,23790000.0,3817000.0,20211000.0,8175000.0,,,,,,
CAML3,CAML3,7.75,ON NM,09/04/2020,CAMIL ON NM,6.29,Alimentos,9.79,Alimentos Diversos,13716700.0,2867500000.0,31/08/2019,4232300000.0,370000000.0,-0.0202,8.42,0.92,-0.0051,1.27,6.1,-0.0239,11.35,0.24,0.1307,0.57,0.05,-0.1366,0.53,0.067,0.3039,1.72,0.047,-0.0799,15.95,0.063,-0.1144,0.024,0.151,0.0,11.4,2.02,0.0,16.76,0.99,0.14300000000000002,0.94,5390020000.0,2233850000.0,869047000.0,1364800000.0,3311400000.0,2258460000.0,5059510000.0,1223550000.0,252547000.0,56008000.0,340665000.0,40115000.0,,,,,,
CARD3,CARD3,8.55,ON NM,09/04/2020,CSU CARDSYST ON NM,5.86,Serviços,15.53,Serviços Diversos,3266030.0,357390000.0,31/12/2019,446426000.0,41800000.0,-0.0458,13.32,0.64,0.1032,1.39,6.15,-0.1834,8.94,0.252,0.3036,0.82,0.092,-0.2993,0.72,0.062,0.8326,-57.23,0.081,-0.2736,-3.41,0.096,1.0743,0.036000000000000004,0.10400000000000001,0.7481,4.51,0.96,0.07629999999999999,11.16,0.46,-0.023,0.87,495706000.0,117578000.0,28542000.0,89036000.0,133513000.0,257266000.0,433702000.0,113403000.0,39991000.0,14893000.0,26832000.0,9677000.0,,,,,,
CBEE3,CBEE3,15.0,ON,03/04/2020,AMPLA ENERG ON,15.0,Energia Elétrica,22.31,Energia Elétrica,1269.0,2499510000.0,31/12/2019,6080790000.0,166634000.0,0.0,8.95,1.68,0.0,0.68,21.97,-0.1364,4.41,0.165,-0.33770000000000006,0.42,0.096,-0.24239999999999998,0.24,0.047,-0.22719999999999999,-2.5,0.054000000000000006,0.0039000000000000003,-0.58,0.061,-0.21059999999999998,0.0,0.076,0.2077,6.01,0.72,-0.1523,10.73,1.09,0.047,0.56,10567800000.0,3990600000.0,409320000.0,3581280000.0,2610950000.0,3660980000.0,5904290000.0,1554090000.0,566673000.0,179975000.0,279258000.0,113297000.0,,,,,,
CCPR3,CCPR3,15.08,ON,09/04/2020,CYRELA COMMERCIAL PROPERTIES SA EMP PART ON,11.51,Exploração de Imóveis,26.49,Exploração de Imóveis,9000280.0,2489920000.0,31/12/2019,3595470000.0,165114000.0,0.027200000000000002,75.89,0.2,0.0967,1.31,11.53,-0.2593,10.05,0.653,0.2361,5.29,0.526,-0.4065,0.47,0.20600000000000002,1.9206999999999999,3.34,0.047,0.0848,-2.18,0.055999999999999994,0.26899999999999996,0.0,0.017,0.1575,12.32,3.88,-0.273,14.51,1.05,0.057,0.09,5311610000.0,2004760000.0,899209000.0,1105550000.0,1004570000.0,1904030000.0,470826000.0,128474000.0,247742000.0,63168000.0,32810000.0,38036000.0,,,,,,
